,Description,source_name,source_link,event_title,State,District,location_description,Datetime,Triggering factor,fatality_count,injury_count,latitude,longitude,Date,Time,Month,Month_Name
920,"Arunachal Pradesh Government today sounded red alert following reports of a massive landslide which blocked the flow of Polo river at Polosang last week, reversing the flow of its water toward China. Disaster management Director Y. W. Ringu alerted Kurung Kumey Deputy Commissioner and SP to take steps to evacuate the people living in flood-prone lower belt along Kurung river, to safer places to avoid loss of life and property, official sources informed. Polo is a major tributary of Kurung River in Sarli circle of remote Kurung Kumey district in the State.",www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/states/landslide-blocks-polo-river-in-arunachal-pradesh/article4996075.ece,"Polo River At Polosang, Arunachal Pradesh",Arunachal Pradesh,,"Polo River At Polosang, Arunachal Pradesh",01/08/2013 0:00,rain,,,27.8837,93.0515,2013-01-08,00:00:00,1.0,Jan
921,closest to predicted location of Dharmpur (128.85 km),Asian News International - Daily India,http://www.dailyindia.com/show/164988.php/Landslides-leave-scores-of-passengers-stranded-in-Uttarakhand,Rishikesh,Uttaranchal,,Rishikesh,11/08/2007 0:00,rain,,,30.0702,78.3027,2007-11-08,00:00:00,11.0,Nov
922,"The ongoing monsoons have once again started to take its toll along NH-31A, with various places along the West Bengal-Sikkim highway being blocked because of landslides, police said.  After closing down the highway for over 12 hours at Rambi in the West Bengal side on June 17, the rains have once again disrupted traffic along the highway since Tuesday.  “The highway is blocked at a place around 200 meters from Teesta Bridge towards Siliguri. The spot which is near the Shiv Mandir at the infamous Likhey Bhir is informed to have lost a section of the road due to heavy rains,” Janmukti Chalak Mahasangh’s (JCM) president Milan Pradhan said.  The section of the road broke down at around mid-night on Tuesday after which traffic came to a standstill with vehicles on either side returning back to their destinations or taking alternative routes via Darjeeling, Kurseong or Mirik, police said.  Drivers are also taking the route via Kalimpong-Lava-Gurubathan and Damdim and entering Siliguri throug",Hindu,http://www.thehindu.com/news/states/other-states/article2276615.ece,200 meters from Teesta Bridge towards Siliguri,West Bengal,,200 meters from Teesta Bridge towards Siliguri,19/07/2011 0:00,rain,0.0,,27.05374234,88.42572376,2011-07-19,00:00:00,7.0,Jul
923,"Dehradun, Sep 23 (IANS) Widespread landslides and flash floods triggered by last week's torrential rains in Uttarakhand have cut off large parts of the Himalayan state and left hundreds of tourists and pilgrims stranded, including on the Mansarovar route.  The landslides and flash floods have claimed at least 68 lives since Sunday. Hundreds of tourists and pilgrims are stranded in different places including the Mansarovar route. 'Several Mansarovar tourists were halted in Pithoragarh and advised not to proceed further.",sify.com,http://sify.com/news/landslides-flash-floods-damage-roads-in-uttarakhand-news-national-kjxruecgidd.html,"roads above Pithoragarh, Uttranchal",Uttaranchal,,"roads above Pithoragarh, Uttranchal",19/09/2010 0:00,downpour,0.0,,29.7911,80.058,2010-09-19,00:00:00,9.0,Sep
924,"Search and rescue workers retrieved the body of seven- year-old boy Ahmad Hajam from the debris of a house at village Laden in Chadoora tehsil this morning, a police official said, with this toll increased to 16. Laden village witnessed landslide caused by heavy rains on intervening night of Sunday and Monday.",State Times,http://news.statetimes.in/landslides-3-more-bodies-retrieved-toll-rises-to-20/,16 dead in Chadoora,Jammu and Kashmir,,Laden in Chadoora,30/03/2015 0:00,continuous_rain,16.0,0.0,33.9445,74.79899999999998,2015-03-30,00:00:00,3.0,Mar
925,Rainfall resulted in some of the rocks on Gilbert Hill coming off.,The Times of India,http://timesofindia.indiatimes.com/city/mumbai/Two-injured-in-landslide-at-Gilbert-Hill/articleshow/47646786.cms,"Gilbert Hill, Andheri West, Mumbai",Maharashtra,,"Gilbert Hill, Andheri West, Mumbai",12/06/2015 11:15,downpour,0.0,2.0,19.1209,72.8406,2015-12-06,11:15:00,12.0,Dec
926,"Shimla 9/23  Monsoon rains in Himachal Pradesh claimed another life as a retired government employee came under a massive tree here in the outskirts of Shimla last night. Meanwhile, movement of trains on the world-heritage Kalka-Shimla railway line came to a halt today due to massive landslides at several places.  A retired government employee, BD Bhut, came under a massive tree last night as two big trees hit a building at Phagli area on the outskirts of Shimla town. There are also unconfirmed reports about two more weather-related deaths in the state, taking the total toll to 10.  All the ten trains running on the Kalka-Shimla railway line have been suspended as there are massive landslides between Kathalighat and Knoh railway stations, about 15 km from here. Rail officials informed HimVani that two landslides, triggered by excessive rainfall, between Solan and Shimla forced them to suspend operation of trains since last night. ",himvani,http://www.himvani.com/news/2010/09/23/all-trains-on-kalka-shimla-line-suspended-due-to-landslide/7580/,"between Kathalighat(Kathleeghat) and Knoh(?) stations, rail line between Solan and Shimla 15 km form Shimla, Himachal Pradesh",Himachal Pradesh,,"between Kathalighat(Kathleeghat) and Knoh(?) stations, rail line between Solan and Shimla 15 km form Shimla, Himachal Pradesh",22/09/2010 0:00,downpour,0.0,,31.0215,77.1038,2010-09-22,00:00:00,9.0,Sep
927,"Jun 30 (PTI) Road and air traffic was disrupted today in several parts of Himachal Pradesh as monsoon remained active in the state during the last 48 hours. Rains triggered landslides, while dense fog engulfed the region leading to cancellation of flights. The traffic on Manali-Leh road was obstructed due to landslides between Mari and Rohtang and a large number of vehicles remained stranded on the highway. Landslides blocked the link roads at numerous places and also snapped power transmission lines. Normal life was disrupted in Sirmaur district which received more than 350 mm of rains during the past 48 hours and traffic in interior areas were badly hit. Dense fog engulfing the region disrupted air flights and some of the flights which resumed after a week were suspended again today. Efforts were on to reopen Manali-Rohtang road where hundreds of tourists were stranded since last night due to landslides at Raninalah, Deputy Commissioner (Kullu) B M Nanta said. Paonta in Sirmaur had 6",ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-disrupt-air-and-road-traffic-in-himachal/743822.html,"Manali-Leh road, between Mari and Rohtang",Himachal Pradesh,,"Manali-Leh road, between Mari and Rohtang",29/06/2011 0:00,continuous_rain,0.0,,32.4318,77.2147,2011-06-29,00:00:00,6.0,Jun
928,"A portion of a hill close to the National Highway-21 caved in near Rani-Ki-Bain here today. Two houses were partially damaged in the landslide and dwellers were shifted to a safer location. A contractor was engaged in removing soil from the hill for the four-laning of the Kiratpur-Nagchala stretch of the NH-21. The land owner said soil was being removed stepwise and the work was to be completed soon, but cracks appeared in the hill at 5am and a portion caved in. Sadar SHO Chet Singh Bhangalia said half of the highway was obstructed, but it was soon restored and there was no restriction on the traffic movement. Additional District Magistrate (ADM) Vivek Chandel said a team of revenue officials was sent to the spot for inspection. He added that shelter was being provided to the affected people. A JCB machine of the contractor was also stuck in the landslide. On getting information, a police team and officials of the district administration immediately reached the stop. The SHO said a cas",The Tribune,http://www.tribuneindia.com/news/himachal/hill-caves-in-near-mandi-nh/176859.html,Hill collapses during construction,Himachal Pradesh,,National Highway-21 near Rani-Ki-Bain,29/12/2015 0:00,construction,0.0,0.0,31.46626719,76.86927482,2015-12-29,00:00:00,12.0,Dec
929,"Landslips on Upper Kodaikanal Road near Pallangi and on Batlgundu-Thandigudi Ghat Road near Perumparai cut off road connectivity to Kodaikanal hill here on Sunday.  Traffic was disrupted for more than an hour and vehicles were stranded on both directions of these roads. Bus services to Pallangi, Attuvampatti and Kombaikadu and vehicles proceeding to Thandigudi from Dindigul were not operated for some time.  The highways officials used earth-movers to clear boulders and heaps of soil and created temporary path to enable vehicles to cross the landslip areas.  However, incessant rains on the hill made the rehabilitation work tough.  Already, they expedited construction of retention wall at weak spots to prevent further landslips on Palani-Kodaikanal highway.  Heavy rains pushed down soil and boulders at weak spots on the ghat road, said officials. Drivers were advised to drive vehicles at slow speed while crossing these spots. Already, mist and rains blinded vision of the drivers. The Hig",Indian 24 News,http://www.indian24news.com/india/landslips-snap-road-connectivity-to-kodaikanal/69415-news,Upper Kodaikanal Road,Tamil Nadu,,Upper Kodaikanal Road,07/12/2015 0:00,rain,0.0,0.0,10.2288,77.4767,2015-07-12,00:00:00,7.0,Jul
930,"Imphal, July 06 2011: In a tragic incident of nature taking toll on human, a massive landslides along NH 53 today killed six personnel of Indian Reserved Battalion (IRB) and Manipur Rifles even as seven personnel were critically injured.  According to police report, the convoy led by AC 2nd IRB S Ingo was heading to Jiribam district headquarters to escort loaded freight trucks and oil tankers.  They had just reach Sinam Khul near Kotlen about 25 km from Imphal when the landslide struck them hit the bus in which they were travelling.  The bus was travelling with five commando teams and some personnel on other vehicles as Road Opening Party (ROP) .  The six ill fated personnel who were killed in the tragic accident were Havildar Yaima of 5th IRB, rifleman Diamond of 5th MR, rifleman Surchandra of 5th MR, rifleman Maradona of 6th IRB, rifleman Lakshman of 8th MR and rifleman Nasir Khan of 2nd MR.The injured personnel were 1st MR rifleman T Sandang Maring (31), 3rd IRB personnel Takhellamb",e-pao.net,http://e-pao.net/GP.asp?src=16..070711.jul11,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",Manipur,,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",06/07/2011 0:00,downpour,6.0,,24.8063,93.9482,2011-06-07,00:00:00,6.0,Jun
931,disrupted traffic along bridge from landsliding,navhindtimes.com,http://www.navhindtimes.com/articles.php?Story_ID=090817,"NH-17, Panaji to Mapusa on Old Mandovi bridge, Goa",Goa,,"NH-17, Panaji to Mapusa on Old Mandovi bridge, Goa",07/09/2007 0:00,rain,8.0,,15.5063,73.8362,2007-07-09,00:00:00,7.0,Jul
932,another road in Garchuk was also blocked due to landslide.,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,Garchuk,Assam,,Garchuk,22/09/2014 0:00,rain,0.0,0.0,26.1044,91.7082,2014-09-22,00:00:00,9.0,Sep
933,"The mining department on Monday submitted its inquiry report to the government on the recent landslide at Cuddegal in Sanvordem which attributed the mishap to heavy rains and stated that the landslide took place outside the mining lease area.  It also suggested to the government to appoint a committee to inquire into the incident at Sociedade Fomento's beneficiation plant.  Mining department submitted the report on the mishap in which three persons were buried alive after a 'tailing stack' of the mine collapsed at Cuddegal on June 18.  According to the report, heavy rains triggered the collapse of the mining dump and tailing point at the beneficiation plant.  'For the last four days there were heavy rains. Around 7 to 8 inches of rain was recorded in Goa in those days, this may be one of the causes for the mining dump to crash,' stated the report. ",The Times of India,http://articles.timesofindia.indiatimes.com/2011-06-23/goa/29694407_1_mining-lease-heavy-rains-inquiry-report,"Cuddegal in Sanvordem, outside the mining lease area",Goa,,"Cuddegal in Sanvordem, outside the mining lease area",19/06/2011 0:00,downpour,0.0,,15.2932,74.1447,2011-06-19,00:00:00,6.0,Jun
934,A Large number of fields in Umri village was destroyed due to the landslide that blocked the course of the river,indianexpress,http://www.indianexpress.com/news/Landslide-blocks-Ghaggar-again/366595,"Ghaggar, Morni, Panchkula",Haryana,,"Ghaggar, Morni, Panchkula",22/09/2008 0:00,rain,,,30.7,77.08,2008-09-22,00:00:00,9.0,Sep
935,"The Jammu-Srinagar National Highway, which is the sole surface link between Kashmir and the rest of the country, was reopened for traffic today after a day long closure due to landslides triggered by heavy rains in Ramban district.  The 300 km-long highway was reopened for vehicular traffic today after clearance of landslide at Digdol and Panthal in Ramban district, police said.  Over 1,000 vehicles, which were stranded at various places in Udhampur, Nagrota, Ramban, Patnitop, Banihal and Batote areas of the Highway due to the landslide, were allowed to move, they said.",Times of India,http://articles.timesofindia.indiatimes.com/2011-08-08/india/29864009_1_panthal-jammu-srinagar-national-highway-heavy-rains,"Digdol, Jammu-Srinagar National Highway, between Kashmir and the rest of the country",Jammu and Kashmir,,"Digdol, Jammu-Srinagar National Highway, between Kashmir and the rest of the country",07/08/2011 0:00,downpour,0.0,,33.4406,75.1996,2011-07-08,00:00:00,7.0,Jul
936,"Sep 15, 2010  AIZAWL: Lunglei-Lawngtlai road was also blocked by a heavy landslide at =hual\hu village this afternoon. The landslide also washed away the house of Vanlallawma. Luckily all the family members managed to run out of the house before the house collapsed with the pressure. A number of vehicles were stranded on both sides of the road. Among the stranded passengers, the Rajya Sabha Member, Mr. Lalhmingliana and some MNF Party leaders were also there. The Additional DC, Mr. T. Lalduhawma visited the landslide victim and promised that the government will give assistance to the family as per rule.",Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",Mizoram,,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",13/09/2010 0:00,downpour,0.0,,22.7176,92.8416,2010-09-13,00:00:00,9.0,Sep
937,Torrential rain has triggered a series of landslides across Arunachal Pradesh. The worst affected by the deluge was the Upper Subansiri district which has been cut off from the rest of the country since August 12.,timesofindia.indiatimes,http://timesofindia.indiatimes.com/news/city/guwahati/Landslides-snap-road-links-in-Arunachal-district/articleshow/4916000.cms,"Upper Subansiri District, Arunanchal Pradesh",Arunachal Pradesh,,"Upper Subansiri District, Arunanchal Pradesh",12/08/2009 0:00,downpour,0.0,,27.7,92.8,2009-12-08,00:00:00,12.0,Dec
938,"Torrential rain in the last many days has created havoc in many places of Senapati district. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,Yangkhullen-Tamphung road till Nagaland border,Manipur,,Yangkhullen-Tamphung road till Nagaland border,22/07/2015 0:00,continuous_rain,0.0,0.0,25.5098,93.8794,2015-07-22,00:00:00,7.0,Jul
939,Two people died in a mudslide at Puthavacheri in Kannur. They have been identified as Subair (50) of Perlasseri and Babu (45). Earth had caved in behind Subair’s house earlier.,Kaumudi Online,http://www.kaumudiglobal.com/innerpage1.php?newsid=67272,"near a hill at Puthuvacherry, in Peralassery in Kannur",Kerala,,"near a hill at Puthuvacherry, in Peralassery in Kannur",27/07/2015 9:30,mining,2.0,0.0,11.8348,75.4856,2015-07-27,09:30:00,7.0,Jul
940,4 deaths reported b/w Wayanad and Kozhikode,United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,Wayanad,Kerala,,Wayanad,25/06/2007 0:00,monsoon,4.0,,11.7095,76.074,2007-06-25,00:00:00,6.0,Jun
941,"Following heavy landslide on the road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, several villages have been cut off from the outside world for the last seven days. Eight villages are situated along the 8 km stretch of road between Gammom and Chamu, which is near the Indo-Myanmar border, around 123 kms from the district headquarters.",e-pao.net,http://e-pao.net/GP.asp?src=9..070909.sep09,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",Manipur,,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",30/08/2009 0:00,downpour,,,24.8628,94.4182,2009-08-30,00:00:00,8.0,Aug
942,At least 65 people died and 9 more lost in landslides and flash floods In Uttrakhand.  Uttarakhand is suffering heavy rainfall in the past two days and the rain has caused extensive destruction.   Kailash Mansarover Yatris have been abandoned in Chausali village in Almora district after heavy rain caused landslides.,indiascanner.com,http://indiascanner.com/65-died-in-flood-landslide-in-uttarakhand-15849,"near Chausali village(?), Almora district, Uttarakhand",Uttaranchal,,"near Chausali village(?), Almora district, Uttarakhand",19/09/2010 18:00,downpour,0.0,,29.6131,79.494,2010-09-19,18:00:00,9.0,Sep
943,"The heavy trains over two days triggered a landslide on the Mumbai-Ahmedabad highway at Varai village near Manor on Tuesday morning, affecting traffic for over three hours.",articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-09-05/mumbai/33614405_1_landslide-heavy-rain-highway," Varai, Maharashtra",Maharashtra,," Varai, Maharashtra",04/09/2012 9:00,downpour,,,19.6241,72.9084,2012-04-09,09:00:00,4.0,Apr
944,"As per media report a landslide triggered by rains occurred on 29th July, 2010 on the National Highway 53 at Tupul area in Tamenglong district. The landslide disturbed the connection of Manipur with Silchar. ",gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL","Highway 53 at Tupul, Tamenglong district",Manipur,,"Highway 53 at Tupul, Tamenglong district",29/07/2010 0:00,downpour,0.0,,24.9786,93.5027,2010-07-29,00:00:00,7.0,Jul
945,Telegraph India,Telegraph India,http://www.telegraphindia.com/1070830/asp/northeast/story_8253906.asp,Shillong Road at Kuliang in the Jaintia Hills,Assam,,Shillong Road at Kuliang in the Jaintia Hills,26/08/2007 0:00,rain,,,25.2946,92.8339,2007-08-26,00:00:00,8.0,Aug
946,"Jammu-Srinagar national highway was reopened on Friday for vehicular traffic after remaining closed for two days due to landslides triggered by heavy rains in Ramban and Udhampur districts of the state. The 300-km long highway was reopened for vehicular traffic late Friday afternoon after clearance of landslides by men and machines of Border Roads Organisation (BRO), said the police. The highway was closed on Wednesday following landslides. Passenger vehicles were allowed to move, but heavy transport vehicles were not allowed on Friday.",ibnlive.in.com,http://ibnlive.in.com/news/jammusrinagar-highway-reopens-after-two-days/414825-3-245.html,"Banihal, Ramban District, Kashmir",Jammu and Kashmir,,"Banihal, Ramban District, Kashmir",14/08/2013 0:00,downpour,,,33.4431,75.1915,2013-08-14,00:00:00,8.0,Aug
947,"Margao/Vasco/Canacona: Heavy rains throughout the day triggered a landslide in Vasco while a tree crashed on a car in Margao, but nobody was hurt in both incidents.",NYOOZ,http://www.nyoooz.com/goa/159572/showers-cause-landslide-tree-collapse-in-south-goa,Vasco,Goa,,Vasco,25/07/2015 0:00,downpour,0.0,0.0,15.3904,73.8182,2015-07-25,00:00:00,7.0,Jul
948,"A bogey of Hemkunt Express got derailed today on Jammu-Pathankot route near Samba. SSP railways Shiv Kumar Sharma informed, ÒDue to landslide following of incessant rains overnight, there was landslide on the railway track at Bailgad just few miles of Samba. Due to this the track got covered with mud and falling tress. The bogey of Jammu-bound Hemkunt Express derailed when two wheels of the engine got detached on the railway track around 4.30am in the early morning while passing through debrisÓ. ÒThe rail traffic on Jammu- Pathankot route remained suspended from 4.30 AM to 10.30 AM,  and resumed after clearance of the track and repair of fault to the bogeyÓ, he said. He informed that no one was injured in the incident. As the train was running on a slow speed due to heavy rain, it prevented major accident. Due to derailment, seven trains arrived late at Jammu railway station. By late afternoon trains arrived and departed as per schedule.",www.hindustantimes.com,http://www.hindustantimes.com/india-news/hemkunt-express-derails/article1-1102390.aspx,Jammu-Pathankot Route Near Samba,Jammu and Kashmir,,Jammu-Pathankot Route Near Samba,02/08/2013 4:30,continuous_rain,0.0,,32.5282,75.1199,2013-02-08,04:30:00,2.0,Feb
949,"As per PTI report traffic on the 434-km Srinagar-Leh national highway has been suspended after heavy landslides occurred on 17th May 2010, at Captain Mode, 100 km from Srinagar, and other places on the highway due to incessant rain in the Kashmir valley for the past one week. ",gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL","Srinagar-Leh national highway, Captain Mode, Kashmir valley",Jammu and Kashmir,,"Srinagar-Leh national highway, Captain Mode, Kashmir valley",17/05/2010 0:00,downpour,0.0,,34.3951,75.6233,2010-05-17,00:00:00,5.0,May
950,"The Pathalaganga ghat road at Srisailam, leading to the pushkar ghat and the ropeway, was completely blocked following rockslide owing to heavy rain on Saturday night. None was hurt as no work was going on there at that time. There was also no pilgrim movement.  The hillocks near Pathalaganga were partly cut recently to widen the road, but proper reinforcement had not been made which allegedly led to the rockslide. Commissioner of Endowments Y.V. Anuradha, Srisailam temple EO Narayana Bharath Gupta, and joint EO Harinath Reddy inspected the place.  The contractors removed the boulders by Sunday evening.",The Hindu,http://www.thehindu.com/news/national/andhra-pradesh/rockslide-blocks-srisailam-ghat-road/article8895324.ece,"road leading to Patala Ganga and the ropeway in Srisailam, Andhra Pradesh, India",Andhra Pradesh,Kurnool,"road leading to Patala Ganga and the ropeway in Srisailam, Andhra Pradesh, India",23/07/2016 23:00,downpour,0.0,0.0,16.0781,78.8743,2016-07-23,23:00:00,7.0,Jul
951,"Heavy rain all of Saturday and Sunday led to a major landslide at Ponsuli in the Mhadei wildlife sanctuary in Sattari taluka on Sunday evening. The landslide that occurred at 4.30pm on the already deteriorating road, blocked traffic for nearly four hours. Following the incident, the public works department's road building section began the work of clearing the debris on the road, after which the free flow of traffic was resumed. Shivaji Desai, assistant engineer of PWD, WD XXIII of Sakhali, said, ""Heavy showers caused the landslides at Ponsuli on Sunday. On Sunday night, we cleared a portion of debris blocking the road and resumed the remaining work today."" Presently, the condition of the Chorla Ghat road which connects Panaji to Belgaum has deteriorated and is full of pot holes. Dasharath Morajkar, a local from Keri, said, ""The bad condition of the road has made it unsafe for traffic at many places and landslides are not uncommon during the monsoon. "" Desai said, ""Hot mixing work of t",articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-08/goa/42828440_1_chorla-blocks-traffic-major-landslide,"Ponsuli, Goa",Goa,,"Ponsuli, Goa",06/10/2013 16:30,downpour,0.0,,15.6365,74.1158,2013-06-10,16:30:00,6.0,Jun
952,closest to predicted location of Dharmsala (13.24 km),The hindu.com,http://www.hindu.com/thehindu/holnus/004200708121524.htm,Kangra,Himachal Pradesh,,Kangra,12/08/2007 0:00,rain,2.0,,32.0985,76.2665,2007-12-08,00:00:00,12.0,Dec
953,"On June 22, three people including two children of a family were killed in a landslide incident at Lalunggaon near Gorchuk area in the city.Thousands of families live at the bottom of 18 hills in the city. These families have allegedly encroached on the land of the hilly area.",thesop.org,http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html,Lalunggaon near Gorchuk area,Assam,,Lalunggaon near Gorchuk area,22/06/2012 0:00,downpour,3.0,,26.1226,91.7162,2012-06-22,00:00:00,6.0,Jun
954,"Two women were buried alive under a massive pile of debris following a landslide at Lamavilla area in Shillong, Meghalaya on Wednesday afternoon triggered by heavy rainfall over the past few days.  The incident occurred when a retaining wall collapsed onto the houses below. The deceased women have been identified as Meenu Thapa (40’s) and Karuna Shreshta (25). The deceased were tenants of one Bina Lama. A five-year-old child Aditya Shrestha sustained serious injuries and was rushed to the hospital.  Soon after the news of the landslide, a team from the State Disaster Response Force rushed to the spot and started relief works. Incidentally, Wednesday’s landslide comes exactly a year to the day when eight persons including a pregnant woman were buried alive following a massive landslide triggered by incessant rainfall in Mawbah locality in Shillong.  When contacted, East Khasi Hills Deputy Commissioner P.S. Dkhar said he has asked the Meghalaya Urban Development Authority to conduct an i",The Northeast Today,http://www.northeasttoday.in/two-women-buried-alive-in-shillong-landslide/,"Shillong, Meghalaya, India",Meghalaya,,"Shillong, Meghalaya, India",23/09/2015 15:00,downpour,2.0,1.0,25.583,91.893,2015-09-23,15:00:00,9.0,Sep
955,"Umesh, a soldier from Shivamogga taluk serving the Indian Army at Himachal Pradesh, met a tragic death when a vehicle in which he was travelling as part of the military convoy was crushed under a landslide debris near Karcham hilly area on Sunday. Umesh was a resident of Veetugindanahalli in Haranhalli Hobli near Kumsi in Shivamogga taluk. He joined the Indian Army in Janaury 2000. He had served the Army for 16 years and his service was extended by three more years. He is survived by his wife Veena, a four-year-old son and a seven-month-old daughter. According to sources his body is expected to arrive in Bangalore on Tuesday. A large number of villagers visited the soldier's house at Veetugindanahalli and condoled his death.",India Times,http://timesofindia.indiatimes.com/city/mangaluru/Soldier-dies-in-Himachal-landslide/articleshow/53279563.cms,"Karcham, Himachal Pradesh, India",Himachal Pradesh,,"Karcham, Himachal Pradesh, India",17/07/2016 0:00,unknown,1.0,0.0,31.5007,78.1758,2016-07-17,00:00:00,7.0,Jul
956,"Konkan Railway services back on track TNN Jul 24, 2011, 06.54am IST  MUMBAI: Services on the Konkan Railway were restored after yet another disruption due to heavy rain on Friday.  Services were affected after a boulder fell on the tracks between Sindhudurg and Kudal sections. Siddeshwar Telugu, chief public relations officer, KR, said that the affected section was restored for traffic around 8 am on Saturday.  The railways had hired 119 buses to transport stranded passengers from trains that were disrupted due to the landslides.",articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-24/mumbai/29809593_1_konkan-railway-kr-disruption,"Konkan Railway, between Sindhudurg and Kudal",Maharashtra,,"Konkan Railway, between Sindhudurg and Kudal",22/07/2011 0:00,downpour,0.0,,16.1078,73.7167,2011-07-22,00:00:00,7.0,Jul
957,"Roads were blocked at Silai bend and Paal village on Yamnotri highway, and Gagnani, Nalupani and Malla on Gangotri highway. All the spots are chronic landslide zones. The logjams caused vehicles to be stranded for a few hours on both the highways on Saturday night.",Times of India,http://timesofindia.indiatimes.com/city/dehradun/Rains-trigger-landslides-on-Yamnotri-and-Gangotri-highways-traffic-disrupted/articleshow/48505014.cms,Malla,Uttaranchal,,Malla,15/08/2015 0:00,continuous_rain,0.0,0.0,30.7864,78.616,2015-08-15,00:00:00,8.0,Aug
958,"Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl",articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,"Mandi-Pathankot Highway At Paddar, Himachal Pradesh",Himachal Pradesh,,"Mandi-Pathankot Highway At Paddar, Himachal Pradesh",07/07/2013 3:00,downpour,,,31.8795,76.9161,2013-07-07,03:00:00,7.0,Jul
959,"Two died and five others were injured yesterday around 5am when their bamboo huts were crushed in a mudslide on the foothills at Rongpur village under Bhairabhnagar panchayat in Karimganj district.  Sources in Karimganj police station today said the dead have been identified as Dhalai Mia, a 50-year-old farmer, and his youngest son Fakrul Islam, 12. The injured, including Mia’s wife Lesa Bibi, 45, and their granddaughter Nurana Begum, 5, are being treated in the nearby Ramkrishnanagar hospital.  The site of this mishap is about 85km from this town.  This is the third major landslide in the Barak valley in the past two years. ",Telegraph India,http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp,Rongpur village under Bhairabhnagar panchayat in Karimganj district,Assam,,Rongpur village under Bhairabhnagar panchayat in Karimganj district,03/06/2010 5:00,downpour,2.0,,24.6005,92.3814,2010-03-06,05:00:00,3.0,Mar
960,"Atleast 11 houses and another dozen structures were damaged due to landslides caused by incessant rains in Baramulla district of north Kashmir today, officials said. Eleven residential houses and 12 cowsheds were partially damaged due to the landslides triggered by rains on the Srinagar-Muzaffarabad road in the villages of Checki Kudpora, Lateefabad and Kawhar in Sheeri, 65 kms from here, they said. The landslides also partially damaged orchards in these villages but there was no report of any casualty.   Srinagar, Apr 06, KONS: Eleven village dwellings were destroyed in north Kashmir as a hillside crashed down on a couple of hamlets on Wednesday, triggering off a huge panic flight from vulnerable foothill habitations.  The calamity struck the Latiefabad and Khawar hamlets in the Sheeri area of the Baramulla district where a total of two dozen structures were reported to have been swept away.  The villagers had a miraculous escape, but a large number of people living in the hilly tract",thehindu,http://www.thehindu.com/news/states/other-states/article1605189.ece,"Latiefabad(?) and Khawar(Kawhar)(?) hamlets, Sheeri(?) area, Baramulla district",Jammu and Kashmir,,"Latiefabad(?) and Khawar(Kawhar)(?) hamlets, Sheeri(?) area, Baramulla district",06/04/2011 0:00,downpour,0.0,,34.2101,74.3445,2011-06-04,00:00:00,6.0,Jun
